semSort,鑑ヘッダ\n文書ヘッダ\n明細行,core_id,id,レベル,繰返し,項目名,項目種,Object Class,Property,Representation,Associated Class,項目定義,UN_CCL_ID,項目種,行番号,SME ID,項目名,項目定義,既定値,繰返し,Level,SME CII XPath,PINT syntax sort,Id,Card.,Level,Business Term,Business Term ja,Description,説明,既定値,UBL XPath
2400,鑑ヘッダ,JBT-098,A14-07,3,0..1,買い手メールアドレス,BBIE,Contact,MailAddress,Text,,買い手の電子メールアドレス。,UN01005858,BBIE,1920,IID54,発注者メールアドレス,発注者の電子メールアドレス。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:DefinedCITradeContact/ram:EmailURICIUniversalCommunication/ram:URIID,1940,IBT-058,0..1,3,Buyer contact email address,買い手連絡先電子メールアドレス,An e-mail address for the contact point.,買い手の連絡先電子メールアドレス。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ElectronicMail
2410,鑑ヘッダ,JBG-14,A15,2,0..1,買い手住所,ASBIE,Partry,Postal,__,Address,買い手住所に関する情報のグループ,UN01005762,ASBIE,1930,ICL11,発注者／住所グループ,発注者の住所に関するグループ。,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress,1780,IBG-08,1..1,2,BUYER POSTAL ADDRESS,買い手住所,A group of business terms providing information about the postal address for the Buyer.,買い手の住所に関する情報を提供するビジネス用語のグループ。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress
2420,鑑ヘッダ,JBT-099,A15-01,3,0..1,買い手郵便番号,BBIE,Address,PostcodeCode,Code,,買い手の郵便番号。,UN01005689,BBIE,1940,IID55,発注者郵便番号,発注者の郵便番号。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:PostcodeCode,1820,IBT-053,0..1,3,Buyer post code,買い手郵便番号,The identifier for an addressable group of properties according to the relevant postal service.,買い手の住所の郵便番号。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PostalZone
2430,鑑ヘッダ,JBT-100,A15-02,3,0..1,買い手住所1,BBIE,Address,LineOne,Text,,買い手の住所1行目。,UN01005692,BBIE,1950,IID56,発注者住所1,発注者の住所1行目。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:LineOne,1790,IBT-050,0..1,3,Buyer address line 1,買い手住所欄1,The main address line in an address.,買い手の住所の主な記載欄。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:StreetName
2440,鑑ヘッダ,JBT-101,A15-03,3,0..1,買い手住所2,BBIE,Address,LineTwo,Text,,買い手の住所2行目。,UN01005693,BBIE,1960,IID57,発注者住所2,発注者の住所2行目。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:LineTwo,1800,IBT-051,0..1,3,Buyer address line 2,買い手住所欄2,An additional address line in an address that can be used to give further details supplementing the main line.,買い手の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName
2450,鑑ヘッダ,JBT-102,A15-04,3,0..1,買い手住所3,BBIE,Address,LineThree,Text,,買い手の住所3行目。,UN01005694,BBIE,1970,IID58,発注者住所3,発注者の住所3行目。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:LineThree,1840,IBT-163,0..1,3,Buyer address line 3,買い手住所欄3,An additional address line in an address that can be used to give further details supplementing the main line.,買い手の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line
2460,鑑ヘッダ,JBT-103,A15-05,3,0..1,買い手住所 市区町村,BBIE,Address,CityName,Text,,買い手が所在する市、町、村の通称。,,,,,,,,,,,1810,IBT-052,0..1,3,Buyer city,買い手住所 市区町村,"The common name of the city	 town or village	 where the Buyer’s address is located.",買い手が所在する市、町、村の通称。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CityName
2470,鑑ヘッダ,JBT-104,A15-06,3,0..1,買い手住所 都道府県,BBIE,Address,CountrySubentity,Text,,買い手の住所の地方区分。,,,,,,,,,,,1830,IBT-054,0..1,3,Buyer country subdivision,買い手住所 都道府県,The subdivision of a country.,買い手の住所の地方区分。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity
2480,鑑ヘッダ,JBT-105,A15-07,3,0..1,買い手国識別子,BBIE,Address,CountryID,Code,,買い手の国ID。デフォルトは「JP」,UN01005700,BBIE,1980,IID59,発注者国識別子,発注者の国ID。デフォルトは「JP」,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:CountryID,1850,IBT-055,1..1,3,Buyer country code,買い手国コード,A code that identifies the country.,買い手の住所の国コード。,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode
2490,鑑ヘッダ,JBG-15,A16,1,0..1,請求者,ASBIE,Invoice,Invoicer,__,Partry,請求者に関する情報のグループ,UN01005916,ASBIE,2370,ICL15,請求者クラス,請求者に関する情報からなるクラス。,,0..1,4,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty,1950,IBG-10,0..1,1,PAYEE,支払先,"A group of business terms providing information about the Payee	 i.e. the role that receives the payment.",支払先に係る情報を提供するビジネス用語のグループ。,,/Invoice/cac:PayeeParty
2500,鑑ヘッダ,JBT-106,A16-01,2,0..1,請求者コード,BBIE,Partry,ID,Identifier,,請求者のコード。,UN01005757,BBIE,2380,IID67,請求者コード,請求者のコード。,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:ID,1960,IBT-060,0..1,2,Payee identifier,支払先ID,An identifier for the Payee.,支払先のID。,,/Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID
2510,鑑ヘッダ,JBT-106-1,A16-02,2,0..1,スキーマID,BBIE,Partry,IDSchemeID,Code,,コードの発番機関コード,,,,,,,,,,,1970,IBT-060-1,0..1,2,Payee identifier Scheme identifier,スキーマID,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、識別スキーマは、ISO/ IEC 6523 保守機関として公開されたリストから選択しなければならない。,,/Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID/@schemeID
2520,鑑ヘッダ,JBT-107,A16-03,2,0..1,請求者国際企業コード,BBIE,Partry,GlobalID,Identifier,,請求者の国際企業コード。中小企業共通EDIでは法人番号を利用,UN01005758,BBIE,2390,IID68,請求者国際企業コード,請求者の国際企業コード。中小企業共通EDIでは法人番号を利用,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:GlobalID,1990,IBT-061,0..1,2,Payee legal registration identifier,支払先登録企業ID,An identifier issued by an official registrar that identifies the Payee as a legal entity or person.,公的登録機関が発行した公的識別子としての支払先の国際企業ID。,,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID
2530,鑑ヘッダ,JBT-107-1,A16-04,2,0..1,スキーマID,BBIE,Partry,GlobalIDSchemeID,Code,,コードの発番機関コード,,,,,,,,,,,2000,IBT-061-1,0..1,3,Payee legal registration identifier Scheme identifier,スキーマID,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、公的機登録機関の識別スキーマは、ISO/IEC6523保守機関として公開されているリストから選択しなければならない。,,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID/@schemeID
2540,鑑ヘッダ,JBT-108,A16-05,2,0..1,請求者名称,BBIE,Partry,Name,Text,,請求者の企業等を表す名称。,UN01005759,BBIE,2400,IID69,請求者名称,請求者の企業等を表す名称。,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:Name,1980,IBT-059,1..1,2,Payee name,支払先名称,The name of the Payee.,支払先の名称。,,/Invoice/cac:PayeeParty/cac:PartyName/cbc:Name
2550,鑑ヘッダ,JBT-109,A16-06,2,0..1,請求者適格請求書発行事業者登録番号,BBIE,Partry,RegisteredID,Code,,登録された請求者の適格請求書発行事業者登録番号,UN01013039,BBIE,2410,IID70,請求者適格請求書発行事業者登録番号,登録された請求者の適格請求書発行事業者登録番号,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:RegisteredID,,,,,,,,,,
2560,鑑ヘッダ,JBT-110,A16-07,2,1..1,請求者タイプコード,BBIE,Partry,TypeCode,Code,,適格請求書発行事業者の課税区分を識別するコード,UN01012925,BBIE,2420,IID71,請求者タイプコード,適格請求書発行事業者の課税区分を識別するコード,,1..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:TypeCode,,,,,,,,,,
2570,鑑ヘッダ,,,,,,,,,,,送信者の国際アドレスグループ,UN01005763,ASBIE,2570,ICL18,送信者／国際アドレスグループ,送信者の国際アドレスグループ,,1..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:EndPointURICIUniversalCommunication,,,,,,,,,,
2580,鑑ヘッダ,JBT-111,A16-08,2,1..1,国際アドレス,BBIE,Partry,EndPointAddress,Code,,jp-pint対応国際アドレス番号,UN01005860,BBIE,2580,IID85,国際アドレス,jp-pint対応国際アドレス番号,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:EndPointURICIUniversalCommunication/ram:CompleteNumber,,,,,,,,,,
2590,鑑ヘッダ,JBT-111-1,A16-09,2,1..1,国際アドレス登録機関コード,BBIE,Partry,EndPointAddressChannelCode,Code,,JP-PINT対応国際アドレス登録機関のコード,UN01005859,BBIE,2590,IID84,国際アドレス登録機関コード,JP-PINT対応国際アドレス登録機関のコード,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:EndPointURICIUniversalCommunication/ram:ChannelCode,,,,,,,,,,
2600,鑑ヘッダ,JBG-16,A17,2,0..1,請求者連絡先,ASBIE,Partry,Defined,__,Contact,連絡先に関する情報のグループ,UN01005761,ASBIE,2430,ICL16,請求者連絡先クラス,連絡先に関する情報からなるクラス。,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact,,,,,,,,,,
2610,鑑ヘッダ,JBT-112,A17-01,3,0..1,請求部門コード,BBIE,Contact,ID,Code,,請求者の請求部門を表すコード。,UN01005719,BBIE,2440,IID72,請求部門コード,請求者の請求部門を表すコード。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:ID,,,,,,,,,,
2620,鑑ヘッダ,JBT-113,A17-02,3,0..1,請求者担当名,BBIE,Contact,PersonName,Text,,請求者個人の、文字で表現された名前。,UN01005720,BBIE,2450,IID73,請求者担当名,請求者個人の、文字で表現された名前。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:PersonName,,,,,,,,,,
2630,鑑ヘッダ,JBT-114,A17-03,3,0..1,請求者部門名,BBIE,Contact,DepartmentName,Text,,請求者の請求部門の名称。,UN01005721,BBIE,2460,IID74,請求者部門名,請求者の請求部門の名称。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:DepartmentName,,,,,,,,,,
2640,鑑ヘッダ,JBT-115,A17-04,3,0..1,請求者担当コード,BBIE,Contact,PersonID,Code,,請求者個人を表すコード,UN01005725,BBIE,2470,IID75,請求者担当コード,請求者個人を表すコード,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:PersonID,,,,,,,,,,
2650,鑑ヘッダ,JBT-116,A17-05,3,0..1,請求者電話番号,BBIE,Contact,PhoneNumber,Code,,請求者の電話番号。,UN01005860,BBIE,2480,IID76,請求者電話番号,請求者の電話番号。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:TelephoneCIUniversalCommunication/ram:CompleteNumber,,,,,,,,,,
2660,鑑ヘッダ,JBT-117,A17-06,3,0..1,請求者FAX番号,BBIE,Contact,FaxNumber,Code,,請求者のFAX番号,UN01005860,BBIE,2490,IID77,請求者FAX番号,請求者のFAX番号,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:FaxCIUniversalCommunication/ram:CompleteNumber,,,,,,,,,,
2670,鑑ヘッダ,JBT-118,A17-07,3,0..1,請求者メールアドレス,BBIE,Contact,MailAddress,Code,,請求者の電子メールアドレス。,UN01005858,BBIE,2500,IID78,請求者メールアドレス,請求者の電子メールアドレス。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:EmailURICIUniversalCommunication/ram:URIID,,,,,,,,,,
2680,鑑ヘッダ,JBG-17,A18,2,0..1,請求者住所,ASBIE,Partry,Postal,__,Address,請求者住所に関する情報のグループ,UN01005762,ASBIE,2510,ICL17,請求者住所クラス,請求者住所に関する情報からなるクラス。,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress,,,,,,,,,,
2690,鑑ヘッダ,JBT-119,A18-01,3,0..1,請求者郵便番号,BBIE,Address,PostcodeCode,Code,,請求者の郵便番号。,UN01005689,BBIE,2520,IID79,請求者郵便番号,請求者の郵便番号。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:PostcodeCode,,,,,,,,,,
2700,鑑ヘッダ,JBT-120,A18-02,3,0..1,請求者住所1,BBIE,Address,LineOne,Text,,請求者の住所1行目。,UN01005692,BBIE,2530,IID80,請求者住所1,請求者の住所1行目。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:LineOne,,,,,,,,,,
2710,鑑ヘッダ,JBT-121,A18-03,3,0..1,請求者住所2,BBIE,Address,LineTwo,Text,,請求者の住所2行目。,UN01005693,BBIE,2540,IID81,請求者住所2,請求者の住所2行目。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:LineTwo,,,,,,,,,,
2720,鑑ヘッダ,JBT-122,A18-04,3,0..1,請求者住所3,BBIE,Address,LineThree,Text,,請求者の住所3行目。,UN01005694,BBIE,2550,IID82,請求者住所3,請求者の住所3行目。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:LineThree,,,,,,,,,,
2730,鑑ヘッダ,JBT-123,A18-05,3,1..1,請求者国識別子,BBIE,Address,CountryID,Code,,請求者の国ID。デフォルトは「JP」,UN01005700,BBIE,2560,IID83,請求者国識別子,請求者の国ID。デフォルトは「JP」,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:CountryID,,,,,,,,,,
2740,鑑ヘッダ,JBG-18,A19,1,0..1,請求先,ASBIE,Invoice,Invoicee,__,Partry,請求先にかかわるグループ,UN01005917,ASBIE,2600,ICL19,インボイス文書決済／請求先グループ,請求先にかかわるグループ,,0..1,4,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty,,,,,,,,,,
